Genes,0a,0b,4a,4b,8a,8b,12a,12b,16a,16b,20a,20b
Mp1g01710,1.39E-17,1.39E-17,1.39E-17,1.39E-17,0.113850189,1.680793478,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17
Mp1g01720,6.427902465,5.164722258,0,7.618961947,9.789010598,8.998761178,5.550256801,8.236132567,2.077796469,6.388861031,4.125426827,12.02426173
Mp1g01730,1.39E-17,1.39E-17,1.39E-17,1.39E-17,0.058270746,0.830913042,0,0.836798623,1.39E-17,1.39E-17,1.39E-17,1.39E-17
Mp1g01740,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,3.791300846,0,1.616993196,0,1.39E-17,1.39E-17
Mp1g01750,229.631919,263.9138638,256.0657595,333.5412112,100.2535804,236.2415078,234.7629091,221.6477528,219.8338839,210.5434238,197.3314527,105.7239822
Mp1g01760,4.947265976,2.069293392,9.640672394,25.82711655,22.58290147,3.812463191,15.01968054,6.452345413,21.38619561,20.50892736,8.412165552,2.74251072
Mp1g01770,18.24043702,26.77478774,10.45053585,14.46042644,49.80876435,12.58579441,14.92930502,12.14577313,12.91807301,13.93175409,41.99245217,45.00729421
Mp1g01780,1559.585177,1615.387341,1279.763605,1177.671457,780.2923191,1176.40673,1279.080615,1348.499642,1739.179124,1911.219029,1371.100497,731.4167678
Mp1g01790,1.39E-17,1.39E-17,0,3.26454091,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,0.013455026,5.666156336
Mp1g01800,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17
Mp1g01810,450.9327262,369.1055424,587.943646,570.9569545,438.5680135,424.5545624,489.0950121,482.9089434,381.0356956,321.416124,551.923705,429.2200912
Mp1g01820,393.2016838,320.6519979,451.7226024,361.0133616,365.1409597,380.2674296,353.978605,386.7369193,345.7366892,344.7857514,360.4980868,512.8329506
Mp1g01830,629.4948612,716.4827658,785.1782744,822.3011405,729.2969553,1003.036602,971.688339,911.9591031,774.6729711,780.0574275,953.3370339,717.6423665
Mp1g01840,24.61158097,41.18943764,72.50090446,44.89635563,44.69492607,122.2073641,108.1001165,94.5120119,57.57344149,38.32327715,34.78353899,20.24055641
Mp1g01850,748.6613534,776.2899612,798.5205481,826.7779264,1292.224225,1017.335735,1058.320466,1013.947747,824.9529079,903.0760049,1083.462861,1542.060683
Mp1g01860,297.7390214,433.9715889,757.53203,833.4466903,518.3707943,441.6947974,388.4163054,469.2197911,410.718298,373.2917979,276.497593,297.8248621
Mp1g01870,2239.656497,2087.653319,1483.685381,1362.024305,2232.393121,1333.306519,1195.228837,1285.703676,1707.994546,1937.540869,2575.449633,3016.476515
Mp1g01880,1683.354329,1811.341295,2731.156372,1497.484324,3342.313196,2193.246063,3177.735073,3081.118204,1067.978435,894.2779361,1537.138801,3003.644007
Mp1g01890,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,0.003607102,1.452450614
Mp1g01900,332.689562,292.805941,387.8236979,394.4006826,452.4926868,337.2881763,281.3365395,285.516566,406.7835691,410.5130562,261.1838642,441.4673944
Mp1g01910,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,0,1.630767902,1.39E-17,1.39E-17
Mp1g01920,0.819118762,8.198321671,4.797862964,1.200663851,12.54447726,7.2401444,2.748528993,5.815491372,2.266522686,2.300532571,3.111003565,14.81478715
Mp1g01930,2098.531538,1967.03327,2190.747883,1938.562342,1520.103328,2331.953983,2436.154242,2485.652813,2027.818238,2258.36145,1973.22031,982.8593447
Mp1g01940,1007.945104,1189.674337,1193.962935,1303.82588,615.5107403,1133.873414,857.0177145,1029.652621,1158.529425,1229.294636,422.8627201,243.1220713
Mp1g01950,32.19474281,18.60320616,27.6514064,23.52492148,12.61101731,28.29214958,22.44781721,24.50127537,24.02880657,41.35009193,5.164624945,19.52137133
Mp1g01960,866.9048786,834.0334857,982.4136028,1095.999533,2979.414764,1321.550294,1224.946076,1253.842688,960.9745378,915.2951839,1719.415656,3552.734573
Mp1g01970,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17
Mp1g01980,3007.552556,3020.636695,3559.080925,3660.206247,2143.770577,3426.745548,3380.806037,3483.347992,3022.480639,2972.576364,2385.936768,1582.964526
Mp1g01990,61.30944192,79.35294456,89.65936786,54.96563886,88.80906272,102.749385,115.5941511,87.88344974,88.27160677,113.8741528,132.0708715,97.45026823
Mp1g02000,1436.854057,1535.048256,1195.965306,873.8967293,1469.624025,1418.291551,1734.629872,1899.178536,1992.047705,2027.100491,1570.864853,1681.453823
Mp1g02010,958.5004839,1023.709436,789.9727264,722.940699,711.1502534,929.8985198,1215.799081,1047.300208,1822.805928,1566.911724,597.0164411,631.2943902
Mp1g02020,502.2160982,447.4445609,384.8968129,537.2321993,353.3645817,330.9026901,420.1483915,424.1931415,355.4920792,412.2104189,475.1609979,520.0530646
Mp1g02030,2001.602468,2021.960352,1656.795491,1368.440765,1170.75065,1401.116126,1265.243247,1237.772755,1586.894389,1611.665361,1424.571281,1347.360836
Mp1g02040,152.7778108,158.4633861,282.4508526,219.4803755,88.97584698,220.8879376,185.2323528,214.3720308,223.6524393,191.8282258,75.53165228,22.38491908
Mp1g02050,21.53310652,0.05410808,17.83964669,22.05217167,9.437304373,2.778149387,3.232664989,9.259875618,18.44925469,16.85425146,0.015600694,6.682684877
Mp1g02060,124.340712,181.39443,131.8192377,86.47784582,90.88917503,151.796153,260.319048,270.7754637,322.6134935,360.456433,136.1912283,127.9241398
Mp1g02070,190.8207667,105.2317885,220.1549886,152.0280087,231.1979912,201.0857225,185.1880802,179.4277676,193.4344649,139.5141238,233.4353549,305.5662058
Mp1g02080,31.15173013,30.9312891,29.57365583,30.2867735,24.31345427,32.1525939,13.30603322,7.989674928,23.21863871,43.03231479,49.25953782,71.42029775
Mp1g02090,74.1465669,92.75829643,43.9391047,20.36338681,18.92766514,32.26322956,12.97468745,19.73925426,76.53174137,60.07490726,63.45838904,42.74910509
Mp1g02100,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17
Mp1g02110,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17
Mp1g02120,1615.55274,1693.818887,1187.432307,710.8736749,1181.77219,1213.024228,1585.584545,1654.40391,1552.971334,1896.649926,1673.240609,1387.44554
Mp1g02130,1874.945432,1712.396613,1546.63999,1086.201654,1538.313164,1461.801802,1663.858841,1641.300604,1531.725935,1673.867303,1681.440689,1488.731935
Mp1g02140,767.6324549,765.5225778,671.602034,609.7442096,513.2337026,746.378873,744.1686194,737.0352014,588.2727031,675.6002947,559.2809872,68.08526238
Mp1g02150,8.289589551,5.1744402,2.831393942,5.528635181,5.222183099,7.44504457,4.674203737,3.192787944,2.43152083,0,5.137460515,9.242939897
Mp1g02160,2284.499593,2300.725198,2122.049703,1621.536489,10840.62039,2760.625282,3147.12128,2334.283007,1889.776745,2461.250105,5532.404008,90896.92907
Mp1g02170,0,13.31558278,5.724618879,4.506572721,105.3225665,5.751868503,8.416124285,5.602472781,1.261666395,7.257141407,35.54452787,67.73039866
Mp1g02180,728.1552803,572.1077747,605.0499966,432.351098,2639.149023,504.9582953,630.8988588,618.9180275,490.5503859,510.3597788,1127.811647,2141.55641
Mp1g02190,274.8204724,222.2437094,219.5093686,202.8615911,816.1470129,255.8584529,278.5682951,253.408094,229.2005409,214.9912149,491.9776794,773.6280058
Mp1g02200,1077.695554,980.434391,886.223358,785.5263931,1027.581929,943.5511292,864.4767225,1019.030172,914.4391938,851.8720626,1217.537273,918.9828492
Mp1g02210,755.005689,935.0265402,1003.385426,1081.494679,497.4566532,843.8903231,832.8350801,886.7826515,852.4624464,906.9096612,452.5648001,273.6136852
Mp1g02220,1724.63903,1652.595252,2076.402497,1814.551137,5859.057984,1962.861757,1925.643651,1890.105801,1682.270087,1570.094037,7071.004459,17625.19077
Mp1g02230,1627.511446,1526.824567,1648.553793,1412.340835,2299.416437,1339.858505,1431.8715,1480.636746,1308.850144,1438.074185,2796.615634,2670.789123
Mp1g02240,269.2870081,372.1218224,368.8150708,300.6685829,118.6327322,321.060996,337.2058193,372.8792756,315.1571779,328.5980632,173.0072429,101.2241153
Mp1g02250,2706.097341,2504.151513,3254.170841,3088.20489,2881.423516,3904.577122,4056.257161,3803.043865,3298.750913,3320.502626,2958.386802,2292.875081
Mp1g02260,47.57751484,59.77065828,115.3525442,87.28942326,87.49940448,115.1641277,151.8522029,149.2563242,105.437967,92.63293411,32.7904629,42.99406757
Mp1g02270,251.8685231,355.6238601,627.9430231,673.6902355,317.8318053,642.8188635,759.2499339,779.0676048,478.53411,480.8616324,171.9883521,105.9454514
Mp1g02280,356.5418029,293.8461179,287.7061208,393.1176696,359.6777701,311.9509651,387.5499652,381.7515845,435.119872,403.4641167,498.6986699,478.5595208
Mp1g02290,11099.18169,11479.44045,10632.4776,10918.0648,17876.90795,6399.394622,5369.816525,5250.257047,5575.420181,6188.857656,20482.62418,25168.77131
Mp1g02300,1.39E-17,1.39E-17,1.39E-17,1.39E-17,0.166954959,2.52993366,0,0.836798623,1.39E-17,1.39E-17,0.003607102,1.452450614
Mp1g02310,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.448758655,0,0,2.551407453,1.39E-17,1.39E-17,1.39E-17,1.39E-17
Mp1g02320,1235.232983,1367.004743,542.08491,923.6935504,360.9188387,475.7367085,531.9440552,533.5004507,779.0475808,941.0691741,1390.549006,691.3091662
Mp1g02330,1.39E-17,1.39E-17,1.39E-17,1.39E-17,0.113850189,1.680793478,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17
Mp1g02340,0.906981689,1.032807739,0,5.439026639,0.058270746,0.830913042,0,0.836798623,0.660922034,2.39906902,3.091162564,7.54564005
Mp1g02350,3424.516066,3429.917665,4668.268383,4623.313273,5191.463329,5319.374782,5185.334955,5267.414959,4198.704086,3980.665125,4040.840483,5540.026616
Mp1g02360,495.838464,403.1274105,553.6359502,545.2515699,365.8630508,488.0663245,465.7821859,492.759204,490.163993,420.389668,362.5111319,373.6543063
Mp1g02370,894.3946733,863.929959,703.204574,816.6562749,530.9784936,662.1204482,660.5098861,655.8570133,741.1820076,689.517508,853.914765,273.303218
Mp1g02380,432.4790269,485.5549687,528.9058017,426.9285105,639.2613955,508.9824192,684.6985636,752.20865,738.3160551,584.9772022,673.8165967,700.6055831
Mp1g02390,6.395257978,7.214426557,1.898551283,2.236076541,8.652745614,0.616806634,1.39E-17,1.39E-17,0.596474752,4.044267655,3.074722087,3.252217642
Mp1g02400,1.749477433,7.181899286,0.921295411,4.383290362,9.303070367,4.787470875,1.847999055,2.456336752,0,2.45803093,13.29119433,7.057918704
Mp1g02410,23.92187635,14.47114795,23.83263951,21.27304967,62.28556996,11.66661173,26.17655018,15.24873529,16.87843357,13.79658831,109.6324425,204.5164147
Mp1g02420,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17
Mp1g02430,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17
Mp1g02440,2678.574567,2675.272086,2840.573575,3161.849206,1242.708556,2654.17658,2648.558267,2760.587575,2804.985189,2677.214082,1423.3282,776.4656587
Mp1g02450,2021.284885,2049.001199,2983.988271,3154.70984,1753.444703,2633.727927,2595.787119,2640.107726,2427.023187,2430.227805,1390.745571,1088.810611
Mp1g02460,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17
Mp1g02470,59.96697236,76.26251947,157.1134176,276.4511887,134.8346012,330.5044984,244.8690736,217.4019487,51.32068617,36.6886956,46.57228769,65.31965737
Mp1g02480,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17
Mp1g02490,44.36230406,52.56141779,64.87286297,40.75362582,32.18375979,145.8226745,47.50146964,101.9126093,29.44722373,46.08378829,41.35178024,93.1632944
Mp1g02500,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,0.94247253,0,1.39E-17,1.39E-17,1.043223413,5.828271942
Mp1g02510,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17
Mp1g02520,5.514284092,4.134706477,10.43112004,17.75539385,1.354515671,37.69849871,15.84269636,14.71487658,1.259066843,8.879435204,17.62382969,10.31517168
Mp1g02530,135.0577517,96.41865712,153.0507894,93.44295279,420.1508553,164.0208553,110.4961739,125.4394642,101.8691552,76.6832545,228.2802846,411.497046
Mp1g02540,1.821305981,2.062924853,1.39E-17,1.39E-17,1.687012247,1.626652538,3.791300846,0,0,0.80178186,0.007046259,2.846153123
Mp1g02550,798.1856563,750.5312783,627.9404359,681.5045844,675.857618,650.3983219,654.8982653,695.0735508,783.2640551,667.0022404,825.3117682,510.3703796
Mp1g02560,18300.09386,19255.76818,21555.61343,20957.9842,12203.71984,17242.04715,15578.41623,15702.74049,15428.43414,14632.60445,10627.34589,9497.28562
Mp1g02570,39.46235538,30.95392426,79.07378758,84.88966638,79.43619716,110.2724208,81.96125765,86.49625376,35.01193173,38.71167714,41.93835387,20.5268026
Mp1g02580,232.6657701,293.7847024,301.0714799,365.2528889,158.4546515,254.96376,274.9278045,196.3112003,114.2145418,147.1256091,142.227915,39.46472807
Mp1g02590,255.7314377,214.4612909,266.7854942,297.1473194,292.7674437,270.1173919,257.1481596,234.8498164,197.5012486,229.7536528,247.8619261,380.5472499
Mp1g02600,698.2341503,773.1872068,816.6445184,778.7816522,775.9785566,819.6604616,729.45448,712.94678,589.1418012,626.2686174,512.0285541,573.139643
Mp1g02610,5097.842295,4816.53195,4015.558319,3527.340454,1803.365746,2897.029922,1941.471806,1958.655337,2082.904448,2069.593522,2385.913626,1301.578831
Mp1g02620,1160.12706,1171.141465,1365.514269,1315.07121,1605.463743,1549.691323,1771.941545,1668.995143,1389.055681,1443.423241,1451.086891,2026.945742
Mp1g02630,233.5965359,283.7068757,499.2964647,547.4254086,302.0590636,407.5889453,310.2114905,319.7925478,231.3837168,203.9528183,206.8192905,147.5104657
Mp1g02640,230.8138132,307.1790655,438.3008924,502.7087326,161.9066996,279.6611844,299.9848372,289.5524181,248.033297,248.9266154,148.3683959,39.52175402
Mp1g02650,1024.51062,1014.442517,853.8070144,816.7674715,1315.447852,678.6553477,657.7144678,654.2270339,619.5541107,731.5291279,2064.418555,1704.773681
Mp1g02660,236.4680052,208.2687743,227.7253606,243.5408619,191.5592153,192.9896881,197.5191495,183.4717939,236.7857464,197.7134665,141.3554524,205.1904663
Mp1g02670,718.4239346,739.1775363,681.2829794,808.8225795,314.5697525,639.5378088,607.4299745,564.432402,619.8196972,578.9673363,342.950707,134.3292537
Mp1g02680,2.798646649,0.010233339,0,3.26454091,1.448758655,0,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17
Mp1g02690,482.8796785,542.2561975,429.7578662,424.5833812,572.3840671,489.3306064,627.915983,600.3512369,634.078054,733.8260868,647.1797381,605.880762
Mp1g02700,1260.88126,1431.949552,1478.878802,1628.949471,720.4651198,1444.388321,1548.367467,1403.836136,1685.315417,1583.244133,420.839503,302.1737571
Mp1g02710,483.8338411,493.8166474,460.1887967,603.1869299,318.5366988,447.0446241,424.792387,447.8887112,583.0253877,625.505689,315.4152691,354.0784302
Mp1g02720,87.99162324,81.45591363,57.10651812,82.51821846,60.34719129,108.8050281,110.9128431,91.20359525,100.0502286,91.90153474,71.67252673,63.16097377
Mp1g02730,339.0633908,330.9357273,302.0648671,303.9069445,218.9838678,344.4746343,362.3991166,354.008229,354.8661909,363.3688401,202.7057804,122.1262735
Mp1g02740,1720.032049,1751.555614,2282.238812,1917.363081,1310.48969,1922.099168,1827.816639,1835.469916,1469.910608,1595.001884,1173.514392,965.4521148
Mp1g02750,970.4159803,1029.895999,1069.126127,1202.136369,954.2984212,984.7155784,1046.192144,1055.598467,1389.004967,1508.414222,1333.259681,1070.221088
Mp1g02760,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.39E-17
Mp1g02770,553.5180734,512.3878628,422.1170294,451.3537718,338.4430612,523.5078935,444.3160001,531.209853,673.220217,643.934267,438.3042264,516.6121302
Mp1g02780,2014.22732,1875.281214,1560.913321,1194.532646,3460.187982,1342.059534,1357.330813,1453.748363,1202.87018,1199.07353,3341.480072,6859.590704
Mp1g02790,716.6395088,654.6587088,450.7523261,388.9046966,445.5470567,497.7696672,625.09374,649.3262222,1083.833519,1052.152999,350.1005566,112.0892918
Mp1g02800,169.5527544,156.7152099,65.76814145,58.16212387,88.62012272,95.30465916,94.05518616,105.3059655,259.3847543,284.5845924,101.325795,56.11131203
Mp1g02810,7.464390775,0.024468103,4.78527058,2.300086632,0.113850406,1.680796877,0.876247598,5.058607821,2.874257803,6.339080247,2.078012416,10.28991899
Mp1g02820,180.4132956,241.1994408,174.3301281,218.8745121,203.2033406,218.5016049,271.1263441,244.6286459,203.0677964,191.6532362,181.219606,129.7698804
Mp1g02830,408.6138096,508.2200904,346.8160594,409.9581163,539.0863944,384.0634469,485.368835,478.8293638,632.8082681,584.3667103,485.4091162,569.7768769
Mp1g02840,1861.109218,2119.58158,731.7112578,1249.936083,1045.995708,651.6887941,915.785462,872.8150702,3132.396092,3062.250591,1619.009058,1916.313831
Mp1g02850,0.850162711,5.125940913,6.666012013,6.712717989,0.113850189,1.680793478,0,1.69478644,3.837477604,3.032964449,1.033937907,2.997913848
Mp1g02860,524.1264018,574.218813,515.4692482,637.855437,543.3425676,531.328001,535.6614391,552.287689,702.1223416,733.7124706,476.2065915,633.8282679
Mp1g02870,2.098634753,0.007816217,0.006750008,0.636922946,0.604552889,0.905392093,0.912505853,0.784611609,1.39E-17,1.39E-17,0.29718952,1.008872648
Mp1g02880,3156.944999,3004.149984,1132.105661,870.5177911,1563.656513,1140.463484,1198.045618,1206.514136,2791.034205,3209.325468,2799.697267,2897.660319
Mp1g02890,421.4752423,482.4592728,740.4275358,660.3873248,474.5269372,800.3572018,551.4955725,574.3223536,490.7091151,509.502521,377.868354,378.5686638
Mp1g02900,166.6589241,228.8246559,201.9788721,235.6726445,93.13659183,86.16412387,76.34467134,89.01822295,105.7617652,144.8665629,201.6594984,96.81359539
Mp1g02910,164.9485286,161.861729,155.2143312,263.4014655,291.4202853,171.2298096,215.2346049,190.7749451,204.5466726,201.7487985,246.8565334,460.5122832
Mp1g02920,431.7460609,306.2379566,242.0290189,246.9181276,211.0607684,368.3776374,297.2661901,226.5437344,429.9384375,346.1067078,519.1742163,477.0739758
Mp1g02930,24.5717132,48.3878425,40.95341507,45.7734703,21.85784649,29.69576651,20.39662818,33.70045265,46.32171713,22.70948811,27.70057217,56.54378521
Mp1g02940,1.39E-17,1.39E-17,0,1.09614792,1.39E-17,1.39E-17,1.39E-17,1.39E-17,0.792179936,0,2.048320349,1.706985654
Mp1g02950,1660.642276,1702.71513,1452.873789,1722.75693,1907.856272,1632.889917,1693.649534,1758.340655,2047.425744,2197.743298,1637.564911,1802.672781
Mp1g02960,386.6414805,455.6507068,373.4882693,460.211691,490.8112945,455.7276737,533.861173,455.0453458,441.1120147,452.278374,494.5959515,448.1205589
Mp1g02970,1.39E-17,1.39E-17,1.39E-17,1.39E-17,0.217776474,3.378065809,1.39E-17,1.39E-17,1.39E-17,1.39E-17,0.003607102,1.452450614
Mp1g02980,40.49410494,19.64993913,31.52086914,16.94905216,132.9028302,41.20749432,39.9595291,59.80455946,55.73671895,53.28783555,98.36735028,183.5967309
Mp1g02990,152.6869925,152.5911317,142.9776587,114.0838261,890.3783382,137.7882217,138.7075955,193.0538909,144.161656,154.6741365,724.0633495,1465.307877
Mp1g03000,169.4818402,189.6784751,236.388684,168.8907127,125.2483763,349.834284,273.8362378,323.1733868,268.0427433,231.7638726,94.2225509,104.4857124
Mp1g03010,1989.48288,1861.878299,2926.349793,3059.099522,1684.010051,2828.08233,2368.150069,2391.013955,2191.242529,2260.594248,1109.004795,944.4133625
Mp1g03020,586.421124,674.2119745,1050.07698,1135.122444,596.1417046,1230.058234,1080.697576,980.4527897,581.8310263,467.4804504,580.4772358,138.3133245
Mp1g03030,1.39E-17,1.39E-17,1.39E-17,1.39E-17,1.785877659,2.473646401,1.39E-17,1.39E-17,3.247943407,0,3.086177442,6.110897427
Mp1g03040,305.9405693,378.1352106,343.5132663,342.6366484,215.2937155,319.7925801,287.0040244,284.9356367,337.1379972,404.275378,290.9915863,52.61808326
Mp1g03050,44.98291292,38.35230362,98.65171445,86.48302447,17.29572332,25.60826035,51.07774716,71.7578397,0,21.28979213,17.11673175,28.55515899
Mp1g03060,305.5399485,329.5036571,260.1165,298.4414919,413.5097008,288.2299726,291.2378689,298.0172337,268.4633173,283.2541422,539.7906406,526.4210321
Mp1g03070,353.2465164,399.3422954,416.3774284,475.7030896,251.5441454,447.7956832,430.7293257,449.253718,400.8872878,374.6100432,330.5970307,238.1367026
Mp1g03080,228.1283975,255.6581065,328.7094026,390.9610377,488.8275857,405.537822,434.1328176,424.1644102,283.7780684,320.1785368,256.0648476,438.210597
